Seeds,Spike_based_r,Spike_based_g,Spike_based_b,Ca_based_60_r,Ca_based_60_g,Ca_based_60_b,Ca_based_15_r,Ca_based_15_g,Ca_based_15_b,Ca_based_0_r,Ca_based_0_g,Ca_based_0_b,Full_based_60_r,Full_based_60_g,Full_based_60_b,Full_based_15_r,Full_based_15_g,Full_based_15_b,Full_based_0_r,Full_based_0_g,Full_based_0_b
273,-23.521825181113627,-Inf,32.11328231193575,-33.97940008672038,18.360606735697598,-33.97940008672038,-22.606675369900124,11.960400270524447,-28.62727528317975,-20.827853703164504,3.781124724400979,-26.84845361644413,-8.299466959416357,16.390878710837377,-36.25826713285711,-16.353195833346344,15.962800221499476,-10.332595920066721,-18.58837851428585,11.847454478496617,-6.547178687726605
21,-Inf,13.752305069177936,7.6158915782804035,-Inf,7.175757694197785,-21.28915978453837,-36.65017825412473,-7.707017627280347,-36.65017825412473,-29.542425094393256,-10.457574905606757,-35.56302500767288,-Inf,6.318431021306524,-23.126944017198486,-40.506117305295405,3.4118757428892685,-15.400667203229286,-25.22525737584987,-7.439223325723667,-18.181607013622624
147,-Inf,-25.105450102066126,13.48292841221973,-35.11749711344982,-35.11749711344982,-Inf,-27.78332168729065,-Inf,-33.80392160057027,-26.235077221115084,-Inf,-32.25567713439471,-37.501225267834,-37.501225267834,-Inf,-24.217067306297864,-30.23766721957749,-30.23766721957749,-28.62727528317975,-25.105450102066122,-15.56302500767287
398,-Inf,-Inf,31.77663451188414,-24.60897842756548,-18.588378514285854,-12.56777860100623,-23.521825181113623,-6.619864380828487,-13.979400086720375,-19.999999999999996,-4.436974992327126,-10.457574905606748,-28.943160626844385,-22.92256071356476,17.459765095376696,-34.48551739201578,0.0,-18.922492384342906,-26.444385894678387,-6.444385894678385,-10.881360887005512
439,-29.54242509439325,21.087153246451855,12.803000818722039,-Inf,-37.61627184561583,21.1340859947311,-Inf,-17.501225267834002,-5.192746210115122,-Inf,-19.244228782212005,-9.701803687818755,-Inf,-Inf,19.42976917387321,-39.64542466079137,-30.102999566398122,16.86309769456509,-33.533872192497334,-17.27560505964022,11.376381163785663
63,-Inf,11.46829619756865,-17.878932151041475,-40.98436045340363,-3.7179032509945125,11.29247598411775,-20.423785981398762,-22.36198624155989,-0.8693138756218072,-20.93993125352447,-23.862491967089227,-7.4716132562518585,-41.43764014612251,-11.895215051729258,10.94422646641235,-23.076297286890583,-21.138097026729454,8.258343292833803,-11.736400495424506,-20.156506750239128,-1.2489257680787316
480,-24.60897842756548,26.58915407315677,-Inf,-22.27886704613674,-10.23766721957749,37.19292542240839,-21.49267236593809,-25.57507201905658,1.1140030039620352,-21.374316247389192,-26.23507722111508,-11.427823431230202,-24.082399653118497,-10.102999566398118,35.54491052845239,-23.636871758895452,-25.575072019056577,20.02282758117618,-17.545654467713156,-22.922560713564756,5.036239459875997
357,-16.901960800285135,-10.881360887005512,39.12611340006196,-25.421335445730758,-Inf,23.583646720656468,-29.096897200170204,-35.11749711344983,1.006102366227915,-33.80392160057027,-33.80392160057027,-1.762721774011022,-26.84845361644413,-Inf,22.228101912513083,-21.987692642718237,-21.987692642718237,14.589186529678384,-27.107753159731477,-22.67077816740435,13.39836414556393
106,-Inf,4.47235544710406,14.29275273182849,34.54832236296036,-Inf,-5.376906245851597,-14.289643410285326,-29.096897200170204,9.841968213786306,-16.390878710837374,-30.370278797557752,2.4987747321660017,33.3552832713496,-Inf,-6.6198643808284885,-8.319690227313604,-38.68996902487135,12.7442076113024,-21.727196613494964,-29.685996786935718,9.350463919382523
232,2.7660539633256294,19.069757414114864,-14.539974558725246,-24.02794248640903,-44.02794248640903,1.6832036937464436,-22.606675369900127,-26.12850055101375,-18.169700377572997,-22.670778167404343,-24.608978427565475,-15.822324550960222,4.089988897496525,-33.56429565490799,-43.10672074930124,-22.444317565456537,-3.1214829106758857,-18.922492384342913,-23.521825181113623,-19.999999999999996,-15.002450535668
190,11.571577909568791,13.064250275506875,-Inf,-27.38431714820286,8.032723084640024,-Inf,-16.123599479677747,-1.8035326069817603,-14.539974558725248,-15.19335689379261,-1.213956807072234,-11.671531712678984,-27.818702142067583,9.400030271934295,-Inf,-24.461756434638097,3.74173286714289,-25.800692227250362,-15.722403601098385,4.373574056536992,-15.722403601098385
399,-Inf,-Inf,-Inf,-37.14664992862537,-27.604224834232124,-17.146649928625372,-34.15140352195873,-18.588378514285854,-16.089603782119852,-33.06425027550687,-21.023050448947625,-15.002450535668,-37.384634394619525,8.098522590654074,-27.842209300226273,-37.501225267833995,-9.542425094393248,-2.537464727709992,-35.268559871258745,-12.989692825122008,-5.44132599457329
274,-0.8962468883272479,-12.567778601006236,18.25131757751642,-41.65570740632901,-Inf,3.30375792090713,-26.5811743852845,-Inf,-14.53997455872525,-29.096897200170204,-Inf,-14.289643410285324,-36.52149605401653,-Inf,3.347228555935708,-16.375382025838153,-Inf,-6.664293580707649,-18.757041865023112,-Inf,-9.883091880368859
316,13.064250275506865,-32.255677134394716,-15.353716334109578,-14.498114768608371,-Inf,11.421680651880786,-12.925273076400316,-29.827233876685455,-5.218255449119976,-10.881360887005512,-26.444385894678387,-2.92256071356476,10.974508049258977,-Inf,9.704782898836843,0.8916426530548083,-21.82160938694665,-0.7344561404947959,2.213965949873794,-23.80663396340583,-4.821637332766436e-15
22,22.64946309011115,-Inf,18.2408965928974,10.026321278586515,-36.12359947967774,-26.581174385284495,-19.08485018878649,-4.179449709006732,-15.563025007672868,-19.084850188786493,-10.841241233053537,-16.05949668217351,8.770740791901359,-37.44312545496585,-31.42252554168623,-25.52923608346488,1.9290039759372513,-15.702002206779426,-18.97056051829791,-3.1557529644646296,-12.453488930517647
440,-35.706596700215336,-Inf,9.494831059486156,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
148,-35.268559871258745,14.157274349920026,13.294136009317029,-40.587675553704194,-0.7631540398542969,-31.045250459310946,-27.60422483423212,-13.624824747511745,-16.722863947226607,-27.04365036222725,-13.979400086720375,-17.501225267834,-42.07607441911914,-2.076074419119138,-28.096674332398763,-38.38156184752148,-9.438401220677097,0.9880971235572205,-Inf,-7.407129740798983,-4.82523581320983
358,-15.917600346881507,-Inf,-Inf,-33.97940008672038,-Inf,-Inf,-29.827233876685455,-29.827233876685455,-Inf,-28.62727528317975,-28.62727528317975,-Inf,-14.963760540124007,-34.96376054012401,-Inf,-33.25515663363148,-23.71273153923823,-27.234556720351858,-29.827233876685455,-20.284808782292206,-23.80663396340583
481,14.702332363168836,-28.464917478736155,17.833483641112238,9.791431265386004,-Inf,11.684195207615002,-8.898731426965218,-31.821292140529977,17.09079192494198,-0.3278083237633905,-34.647875196459374,12.81036486294276,9.749465852426782,-Inf,11.794877858729652,-8.810549048864125,-39.18082784642187,16.667005943543206,9.542425094393254,-Inf,10.350998235505415
64,17.365049516788517,-35.56302500767287,18.53713417899385,0.44937035818221954,-41.0615688696684,10.511215329693052,-14.440706168094245,-13.68493495030625,-15.268559871258745,-12.869053529723747,-12.041199826559247,-17.306028522050873,-22.27886704613674,-27.139628019862627,16.36770860136435,-15.295745776513241,-16.123599479677743,14.220318479321744,-15.563025007672874,-16.390878710837374,5.336317902657593
191,17.168556345377418,-Inf,-34.80725378988488,-37.501225267834,-23.521825181113627,-Inf,-22.411478624117002,-20.827853703164504,-Inf,-23.375840406283636,-19.85401522517001,-Inf,-6.49759212315021,-26.78240090544241,-Inf,-0.665627743826571,-23.665396873656093,-Inf,-8.873949984654253,-21.93820026016113,-Inf
107,-Inf,-1.5277669172690953,15.205530532278786,-34.23614458082382,15.591089295861632,-Inf,-35.193356893792604,-5.796916574229346,-41.213956807072236,-38.79038505237237,-8.16080671152727,-38.79038505237237,-Inf,15.41704023284288,-Inf,-Inf,11.147005127169624,-42.79758172802473,-36.191194292705354,3.0845622542057507,-42.21179420598497
317,-1.8035326069817579,-Inf,-Inf,9.790610254029648,-33.25515663363148,-23.712731539238234,-13.441957158714349,-21.400757332155102,-13.441957158714345,-11.595671932336204,-19.55447210577696,-12.510821743549707,13.671902855381289,-Inf,-Inf,-14.937871133064034,-18.45969631417766,-6.979070959623281,-14.485517392015774,-18.922492384342902,-6.881292557783656
400,-Inf,-Inf,10.075468989822049,-Inf,-36.12359947967774,17.976559706988976,-Inf,-21.138097026729454,-6.490221830270083,-Inf,-20.172003435238352,-8.130803608679102,-Inf,-35.84783378996508,13.723496121911786,-Inf,-23.424775125225384,9.040210682732628,-Inf,-16.776981814745106,0.24818515963640236
233,-37.501225267833995,15.959192874743927,-Inf,-27.604224834232124,-27.604224834232124,-Inf,-24.777641778302737,-24.777641778302737,-Inf,-21.400757332155106,-21.400757332155106,-Inf,-8.350711294708363,-20.39191112126761,-42.67077816740435,-11.480625354554379,-20.599264467548867,-23.521825181113627,-5.640135167011019,-15.693642350852032,-Inf
275,18.767811723362712,-26.305408695571828,-Inf,-31.3640344813399,-Inf,-Inf,-15.563025007672875,-Inf,-Inf,-16.901960800285135,-Inf,-Inf,-28.299466959416364,-28.299466959416364,-Inf,-8.382586154839514,-32.46498580795801,-Inf,-6.246220121473405,-25.800692227250362,-25.800692227250362
149,11.480625354554375,-Inf,-36.12359947967774,26.589652560323714,-21.5836249209525,-33.624824747511745,24.86076097372589,-Inf,-28.29946695941636,25.3769062458516,-26.444385894678383,-16.901960800285135,25.474752640507532,-28.786653876605254,-22.76605396332563,24.997549464332003,-Inf,-28.627275283179742,24.472355447104064,-Inf,-24.261496506177025
23,17.574612822649975,9.953668272691026,-Inf,-42.984382253107604,-42.984382253107604,-Inf,-30.45757490560675,-Inf,-20.0,-29.44537503850501,-Inf,-17.40417521194576,-46.19260334851798,-46.19260334851798,-Inf,-26.71584203846386,-42.27886704613673,-9.409813516412983,-19.01029273840164,-Inf,-10.40779889753286
359,-Inf,11.80190398596638,15.077653513134134,-1.7034321947362412,-Inf,-27.724032108015866,-31.595671932336206,-31.595671932336206,-22.053246837942954,-30.881360887005513,-30.881360887005513,-21.338935792612265,6.7209408878254715,-36.32482599983566,-42.34542591311528,-0.35946742023801737,-31.3640344813399,-21.821609386946648,-7.7833216872906466,-33.80392160057027,-19.824521513849895
441,40.298806995858726,-Inf,-8.519374645445623,-Inf,21.695992460116038,-24.082399653118497,-18.196467393018242,-14.674642211904619,-14.674642211904619,-18.215536313164687,-15.117497113449826,-15.117497113449826,-Inf,22.984382253107597,-15.563025007672874,-12.701205028617759,-7.905998250116588,5.586214919414894,-9.801724637680602,-9.801724637680602,0.6162789482843913
482,2.4443175654565312,4.283626173276413,-38.06179973983887,-14.343896488844358,-Inf,-27.72403210801587,-18.8046358999302,-Inf,-26.16417160582209,-19.244228782212005,-Inf,-25.26482869549163,15.669601677774214,-Inf,-24.190300290852615,11.893225385098622,-37.384634394619525,-23.405234307899146,-2.1667894957767646,-14.20798932233601,-20.8278537031645
65,21.29369668181471,-Inf,-24.349678884278127,13.844732433541004,-20.34066678597561,-Inf,6.184489485585055,-17.501225267834002,-Inf,0.9484929985627645,-17.014038350645105,-Inf,15.784051937262484,-16.21360950421127,-Inf,9.010233466996146,-42.21179420598497,-42.21179420598497,5.032991791250358,-17.06585037259057,-Inf
108,10.74975398077908,-Inf,-Inf,6.576051477652612,-14.061731410617018,8.498864861091812,-17.20676013141987,-13.684934950306246,-10.163109769192625,-15.380157418875475,-13.441957158714349,-9.359557505595852,-26.648769198312102,14.843903167625985,11.193122855497506,-5.183878532327986,-18.987800132898258,5.3090768280557015,-3.9258929028793617,-11.285428608771252,5.0045968396785
192,6.020599913279626,-Inf,-1.321921311876735,16.11891832104217,-17.206760131419873,-Inf,15.809100661618743,-6.325399244414362,-Inf,4.185192446166718,-4.16551884854165,-Inf,16.748224226959316,-19.554472105776956,-Inf,16.04001721754346,-18.945872989679938,-Inf,14.807253789884879,7.482741879988257,-Inf
318,-18.94587298967994,18.0442701887063,-Inf,-2.370092532057802,-Inf,-19.619535253731392,-20.506117305295405,-Inf,-18.92249238434291,-18.689969024871353,-Inf,-17.106344103918854,6.935749724493126,-Inf,-33.06425027550687,6.076819459956187,-Inf,-22.16678949577677,6.689075023018617,-Inf,-20.0
234,21.08715324645186,-15.56302500767287,-29.54242509439325,6.672347257351468,-Inf,-Inf,-9.542425094393248,-Inf,-Inf,-8.673111218771442,-Inf,-Inf,8.412797975344287,-Inf,-Inf,4.384963521716623,-Inf,-24.48029622745728,4.658283515330327,-Inf,-Inf
401,19.824521513849902,7.920110177896765,-21.02305044894762,-Inf,-20.21447730783546,-26.235077221115084,-Inf,-19.780092313970734,-22.278867046136735,-Inf,-21.08715324645185,-21.08715324645185,-Inf,14.338867506958392,-37.025166974381506,-Inf,-0.3341138700570545,-14.485517392015781,-Inf,-6.02059991327962,-12.041199826559247
360,-31.595671932336206,-25.57507201905658,-Inf,4.1521662100349195,18.81075811314442,-Inf,-33.317870910688654,8.826328482268714,-Inf,-34.56707564042457,-5.780421763819317,-40.587675553704194,11.361509880351903,18.494476090118262,-33.349059057799074,-29.172756980512986,15.030937128935149,-Inf,-31.87679322162542,6.530891621941729,-37.897393134905045
276,-11.126050015345747,29.733331452517856,-Inf,17.341846674408497,-24.34967888427812,-26.848453616444118,3.2771360527733946,-8.519374645445621,-21.5836249209525,0.3406667859756055,-8.873949984654255,-21.93820026016113,16.423717652176908,-26.020599913279625,-24.082399653118497,12.916778318130993,-4.349678884278125,-8.091411751421013,2.6153656053804757,-0.9937556837821483,-14.462073681054763
24,-Inf,28.140816162684736,-Inf,-15.06655333317223,-20.172003435238352,-Inf,-9.76233278042251,-18.06179973983887,-Inf,-10.012047011383707,-17.616271845615827,-Inf,6.666815249948198,6.2643081947283985,-32.25567713439471,6.134142571113433,-1.909675145400488,-37.61627184561583,-5.23755743403666,-8.910445372959204,-34.48551739201578
150,-38.169700377572994,-26.12850055101375,15.58087884671969,-29.469739401291363,-22.426089039064113,12.82581523813988,-29.396440319563265,-29.396440319563265,-13.138173186706153,-26.143806087375992,-31.004567061101884,-13.797806929682011,-29.36694660824315,-18.737368267398047,11.523848599605069,-24.997549464331993,-24.082399653118493,5.688614676890394,-18.402466525814482,-30.798241691582362,-7.276416510468735
66,-30.370278797557745,-36.39087871083737,6.151217256458783,-42.67077816740435,-21.087153246451855,8.740080630233603,-Inf,-31.931941912529204,1.928654933106574e-15,-Inf,-30.500896140736906,-5.395446038670784,-Inf,-23.636871758895452,8.53364891264843,-33.25515663363148,-22.79758172802473,7.857505851825225,-37.266457202409114,-27.72403210801587,6.623829635240224
442,-28.299466959416364,-28.299466959416364,14.307208410483758,-42.477032819341716,-32.93460772494847,-26.914007811668842,-Inf,-26.02059991327962,-17.721132953863265,-Inf,-21.583624920952495,-17.65773201807313,-26.897665587397263,-29.39644031956326,-35.417040232842886,-42.14419939295737,-10.780164911617467,-7.824132520261385,-41.138097026729454,-5.431500326514112,-13.179296853288703
483,-23.227360044699502,-29.247959957979127,18.228662943497476,-12.041199826559248,24.51910145792029,-32.04119982655924,-16.478174818886377,1.7034321947362463,-12.64046429410811,-13.784203340937252,-9.347228348610125,-13.784203340937252,-19.35630633257197,21.63912600204794,-Inf,-11.056839373155611,20.290410775158477,-19.999999999999996,-7.578335427172144,13.078642805126483,-22.542095967296156
193,14.092572888281357,-35.706596700215336,-35.706596700215336,-Inf,-11.544728152058605,25.46683523357814,-Inf,-0.6842820106220311,-15.563025007672868,-Inf,-2.373795746625972,-15.193356893792611,-37.384634394619525,-3.06456752192354,18.833451218754483,-Inf,-0.16085440510827992,-0.32474397741371125,-Inf,-3.2082210954103756,-2.1646608621089443
109,-Inf,-Inf,-1.8684337032447018,-Inf,-Inf,-27.783321687290652,-26.64876919831211,-Inf,-26.64876919831211,-21.08715324645185,-Inf,-30.6295783408451,-36.12359947967774,-Inf,-24.082399653118493,-16.03264692466333,-Inf,-23.07629728689058,-13.979400086720377,-33.06425027550687,-23.521825181113627
402,-8.125307949123377,-Inf,5.626997120054557,-25.483156985273595,-Inf,-23.8995320643211,-11.035097460331327,-Inf,-29.0968972001702,-11.70053304058364,-Inf,-33.979400086720375,-26.71584203846386,-28.29946695941636,-5.88798833529936,-10.266668547482144,-Inf,-25.46002544127475,-9.275145863233616,-Inf,-22.14419939295737
319,15.949128111580606,26.000836788398303,-17.306028522050877,-31.931941912529204,-12.377469806752249,16.43408391386571,-23.227360044699495,-6.32539924441436,8.136674436640403,-21.93820026016113,-11.056839373155615,5.845121427129517,-25.024650546031317,4.613752205997304,17.990478251174867,-25.46002544127475,-4.83185615624227,16.54738546107651,-17.69213162595861,-4.007196675652361,10.031900482057258
235,-22.278867046136735,9.085167435203164,35.901550038086384,14.277799686427993,-22.19494475426458,-Inf,-10.57656155587078,-12.589964793498043,-33.80392160057028,-12.14399261960747,-15.6658178007211,-32.56777860100624,13.639891342162132,-18.661064207387735,-23.521825181113623,-12.854941601943572,12.370315773906299,-22.71325204000146,-12.649798942656263,1.4961089197467352,-16.456432906062094
277,-33.44195715871435,-Inf,17.364632337103128,-35.98681098907163,-Inf,-29.96621107579201,-19.999999999999996,-Inf,-15.917600346881501,-18.689969024871353,-Inf,-14.60756937175286,-28.83913675312823,-Inf,-28.83913675312823,-20.284808782292206,-Inf,-3.8066339634058273,-18.75704186502311,-Inf,-8.299466959416357
361,-27.23455672035186,19.333035348422897,27.135477056993622,13.879561175570398,-20.0,-11.326888781228558,-8.091411751421013,-8.091411751421013,-6.848453616444123,-12.925273076400316,-8.243608955732958,-6.904673163120694,10.720162020164622,10.097622970969207,-3.8281603427957385,13.090294941611766,-16.55678069145502,-15.105767348482788,6.3983067964871,-3.816290317527753,-5.105450102066122
151,17.68032212089253,17.786034050126208,-18.061799739838868,-27.783321687290652,-27.783321687290652,-27.783321687290652,-25.800692227250362,-16.25826713285711,-17.84189205380961,-24.0823996531185,-14.53997455872525,-20.560574472004873,-32.04119982655925,-13.979400086720377,16.839696091802278,-20.143571692542466,-14.122971779262844,8.590280260738616,-27.234556720351858,-14.170306444844982,3.5218251811136247
67,20.775051779840332,-23.521825181113623,-Inf,15.911042483498594,-16.42371765217691,-34.48551739201578,-0.6600052020585084,-22.71325204000146,-16.692652126721836,-4.608978427565479,-30.629578340845104,-18.588378514285854,15.174764186790167,-16.621746511428846,-29.68599678693572,13.268633579140598,-10.354782112558528,-20.98436045340363,1.643735123746999,-14.53997455872525,-19.64542466079137
25,20.17909685305853,17.13155715395374,-27.60422483423212,-31.06552092274199,1.7540402244246538,-43.10672074930124,-23.521825181113627,-13.979400086720378,-Inf,-21.868433703244705,-11.76543413684658,-Inf,-26.547178687726603,4.904445338923116,-38.58837851428585,-29.77101433000889,0.8073196755442092,-34.20798932233601,-27.171386335455267,3.286188570151486,-42.73441134312813
443,-2.426089039064122,6.9539782508855374,-Inf,12.874535315729656,-37.14664992862537,-Inf,-11.163090112577613,-27.421357245434727,-19.462557071993974,-11.213346123394746,-26.020599913279625,-16.478174818886377,14.434944383711777,-25.800692227250362,-Inf,-8.613277069613222,-29.827233876685455,-11.238855362399601,-10.88136088700551,-28.94316062684438,-12.041199826559243
484,-Inf,8.42992082042165,14.973925420907356,-Inf,-Inf,16.515857696377402,-33.25515663363148,-27.234556720351858,14.129160514571375,-10.237667219577487,-16.25826713285711,7.548366830548719,-Inf,-Inf,15.880950969140406,-36.258267132857114,-36.258267132857114,13.707943942934897,-32.04119982655924,-26.02059991327962,14.10872093170501
403,18.85008212336161,-Inf,-Inf,-Inf,-Inf,-4.436974992327128,-Inf,-20.0,-4.436974992327128,-Inf,-19.084850188786497,-5.105450102066121,-28.62727528317975,-0.668475109738995,-2.182889388501362,-13.380135619171512,-22.92256071356476,0.0,-Inf,-8.299466959416357,1.928654933106574e-15
110,27.885346123521344,-Inf,-Inf,-25.26482869549163,8.23851309777625,-25.26482869549163,-19.780092313970737,-22.278867046136735,-31.821292140529984,-19.322834654780653,-21.82160938694665,-31.3640344813399,4.5394213820716285,-41.43764014612251,-29.39644031956326,2.3364169277224085,-28.62727528317975,-32.14910046429337,-6.215796659062748,-23.521825181113627,-23.521825181113627
194,-Inf,-Inf,10.139520529682603,-25.105450102066126,-2.434671934661774,-Inf,-16.586075456620502,-9.542425094393252,-28.62727528317975,-17.306028522050877,-8.786653876605254,-26.84845361644413,4.681664120667364,-17.92501124923276,-Inf,4.946902734024096,-8.060390684026252,-32.669369111591735,-3.8377105247782666,-7.359535705891891,-28.94316062684439
320,14.754451866560707,-Inf,-29.54242509439325,-Inf,-Inf,5.682345539383974,-Inf,-Inf,1.7430035143779992,-Inf,-Inf,-3.1743432597251693,-Inf,-Inf,5.0384243145317225,-Inf,-Inf,5.113106241511195,-Inf,-Inf,-0.25929954328735694
236,-23.899532064321104,0.1828675887973925,-Inf,-Inf,17.944684846857836,-Inf,-Inf,-6.020599913279624,-Inf,-Inf,-6.490221830270081,-Inf,-Inf,30.048542399688657,-Inf,-Inf,-2.92256071356476,-Inf,-Inf,-5.165560304860626,-Inf
278,-38.79038505237237,-Inf,15.629329830702412,-19.400735532451133,-7.359535705891886,-Inf,-19.084850188786497,-13.064250275506872,-Inf,-16.25826713285711,-10.237667219577487,-Inf,-14.539974558725248,-0.8550396084189998,-Inf,-21.213956807072233,-13.25515663363148,-Inf,-13.979400086720375,-13.979400086720375,-Inf
362,2.9952464066666398,-41.51093922785062,2.679361063002004,-22.278867046136735,-Inf,-Inf,-22.606675369900117,-Inf,-Inf,-20.8278537031645,-Inf,-Inf,-17.146649928625372,-Inf,-31.126050015345747,-14.264208869012583,-Inf,-15.847833789965078,-17.786034050126208,-29.827233876685455,-20.284808782292206
152,-Inf,-Inf,14.956371437476719,-38.06179973983887,-32.04119982655925,-17.23394603667437,-25.726134776865493,-Inf,-12.989692825122008,-23.712731539238234,-Inf,-11.671531712678986,-42.79758172802473,-33.25515663363148,1.2848179250937624,-27.842209300226276,-Inf,-10.940248499941141,-26.444385894678387,-Inf,-10.881360887005513
444,-35.986810989071635,-Inf,1.2796462133374846,-Inf,-Inf,-20.506117305295405,-32.86905352972375,-Inf,-14.807253789884879,-31.821292140529987,-Inf,-13.759492400691112,1.2733815973875426,-Inf,4.847689655024144,-29.096897200170204,-Inf,-23.07629728689058,-18.06179973983887,-Inf,-13.624824747511743
26,-20.827853703164504,31.921940887085714,-Inf,-35.41704023284288,-Inf,21.065476445488102,-38.79038505237237,-38.79038505237237,-17.96253134920787,-Inf,-37.025166974381506,-17.94031678559501,-30.237667219577492,-Inf,20.493501631853114,-31.89521505172926,-35.41704023284288,-14.203083425770648,-29.92013197760073,-33.44195715871435,-15.940731890880349
485,-18.06179973983887,-Inf,34.21503669768251,-Inf,14.06582756237323,-Inf,-Inf,9.098321233231525,-34.56707564042456,-Inf,2.1992316127729454,-Inf,-Inf,13.823912149412807,-Inf,-Inf,11.388710320771398,-Inf,-Inf,12.776841511263637,-33.89210397867137
68,-Inf,17.043967608643914,-Inf,-41.363717234923236,-35.343117321643604,14.413785080585109,-41.72719661349496,-Inf,4.422724144769296,-23.862491967089234,-31.821292140529984,3.2196768158587847,-31.89521505172926,-Inf,15.575284557538824,-32.601774298564116,-Inf,5.5321079266512605,-20.310243323564954,-35.11749711344983,4.83896450146468
404,3.8478754055616173,-Inf,-Inf,17.6028157784195,-Inf,-28.130803608679106,-3.1307544536000482,-Inf,-22.053246837942957,-7.496324196497995,-30.10299956639812,-20.56057447200487,21.81709371768037,-28.299466959416357,-7.875680978017594,4.658283515330324,-Inf,-19.58956665710797,1.714242264131649,-34.807253789884875,-13.593296982812648
111,10.384120855687343,-2.9042938516522288,5.835786778581369,13.707943942934893,-28.299466959416364,-18.757041865023115,-3.0253535066129844,-13.323549818794229,-6.916846801606872,-3.194016857350237,-13.759492400691112,-5.376906245851597,14.698521926767274,-27.513272279217706,-19.554472105776956,13.352206689519722,-29.445375038505006,-18.159946429733754,3.7975908708262907,-13.56896674382834,-2.7835835144582037
195,19.659333214024393,17.059603777831544,0.43438499386472607,12.885153422448347,-Inf,-33.80392160057027,2.182889388501363,-Inf,-15.158957285907132,-3.2115818575486736,-Inf,-14.807253789884879,11.982312213623626,-Inf,-34.88585966245352,10.007607507255333,-Inf,-13.408290877659317,0.7850659829534705,-Inf,-0.9937556837821483
237,15.793433468269098,-Inf,-35.84783378996508,29.662232368176994,-12.04119982655925,-27.604224834232124,24.082399653118497,-11.725314482894609,-19.084850188786497,-2.8533500713746314,-24.436974992327126,-21.938200260161125,26.88427176880174,-7.447718083992987,-20.8278537031645,25.048493244609595,-18.588378514285854,-18.588378514285854,12.995039633316745,-14.135906836959508,-13.380135619171512
321,-6.020599913279624,35.478165676084814,-Inf,21.608985200685204,-16.032646924663332,-15.11749711344983,12.041199826559252,-15.22235822169726,-15.22235822169726,-1.3135755128795545,-15.117497113449826,-15.117497113449826,-24.681664120667364,7.01142067909566,9.638402752028624,11.77663451188414,-1.1103465569966307,-17.077439286435244,-0.5857875220397536,2.3799508594178937,-11.316956373470354
153,8.457990010892091,-Inf,11.002843841249376,2.5408372339212852,-40.25674449410345,-Inf,-19.999999999999996,-Inf,-23.521825181113623,-19.554472105776956,-Inf,-19.554472105776956,8.046685135402594,-41.43764014612251,-Inf,-15.56302500767287,-37.84189205380961,-28.299466959416357,-17.025166974381506,-Inf,-18.963367234542638
279,-21.5836249209525,-Inf,15.730296277368911,-20.000000000000004,-Inf,-32.04119982655925,-20.8278537031645,-Inf,-11.285428608771253,-22.67077816740435,-Inf,-12.041199826559243,-23.521825181113627,-Inf,-38.3290789709985,-20.8278537031645,-Inf,-4.436974992327125,-20.92600039305939,-Inf,-5.1838785323279915
445,-25.105450102066122,-Inf,5.650931799399361,-18.329078970998502,-Inf,-18.329078970998502,-19.400735532451137,-28.94316062684439,-16.90196080028514,-18.4163750790475,-27.95880017344075,-15.917600346881501,-27.421357245434727,-16.539996358429214,13.792599561637509,-23.227360044699495,-0.9484929985627634,-23.227360044699495,-26.84845361644413,-7.29398151066717,-11.285428608771253
363,-40.25674449410345,7.015495103739436,-1.2689443612051934,-36.123599479677736,-23.059349204170864,1.3195259752881217,-22.278867046136735,-15.43041342969261,-26.71584203846386,-25.421335445730758,-13.380135619171508,-25.421335445730758,-36.45643290606209,-23.392182630555215,1.3296011440641144,-Inf,-12.332374229977743,-16.901960800285135,-31.480625354554377,-14.57866455426924,-13.418825614715505
27,-22.67077816740435,13.640776799080994,-18.588378514285854,-20.143571692542466,23.765195768329797,-Inf,-18.06179973983887,26.213866246867212,-Inf,-19.244228782212005,21.855688448370824,-Inf,-18.159946429733754,20.684725609592434,-Inf,-14.719071411783773,25.016363273541124,-Inf,-19.0848501887865,26.648769198312102,-Inf
486,12.806489828464898,-Inf,-18.726618402612456,-27.958800173440753,-4.246068634202522,-27.958800173440753,-24.082399653118497,-16.123599479677747,-20.560574472004873,-19.400735532451137,-13.380135619171512,-19.400735532451137,-21.938200260161125,4.349678884278126,-30.457574905606748,-12.956349637772748,-5.5968139318808605,-19.999999999999996,-21.338935792612265,-8.602493840868776,-10.881360887005512
69,-32.46498580795801,-6.444385894678386,13.201038766112985,-34.40318606811913,-Inf,11.853050456122622,-29.24795995797912,-23.227360044699495,-4.8982810737009945,-25.105450102066122,-22.606675369900124,-9.542425094393247,-29.46973940129137,-Inf,11.278790557521106,-21.93820026016113,-23.09803919971486,7.120517143862456,-21.08715324645185,-21.08715324645185,3.3498217458752726
405,19.705534863585868,-Inf,-24.082399653118497,-23.617802838749,-Inf,7.011775502096102,-24.349678884278127,-Inf,-12.30847905771888,-23.227360044699502,-Inf,-11.186160218140252,-23.76651430945386,-28.62727528317975,10.212885777266514,-24.4021617608011,-Inf,1.8751826465819668,-24.436974992327126,-Inf,3.5218251811136247
